Spoken Text,Formula ID,Latex,Audio Path,Spoken Text Version,Transcribed Text,LLM Predicted Latex,Similarity Score
Alpha under the inverse function of phi.,373,\phi^{-1}(\alpha),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f373.mp3,3,α under the inverse function of φ,\alpha = (\phi^{-1})^{-1},
Z under the inverse function of phi.,374,\phi^{-1}(z),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f374.mp3,3,z under the inverse function of phi,"\begin{equation}
z = \phi^{-1}(x)
\end{equation}",
Z under the inverse function of h.,375,h^{-1}(z),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f375.mp3,3,z under the inverse function of h,z = h^{-1}(x),
"E raised to the zeta is the sum of zeta to the n over n factorial, for all n from zero to infinity.",376,e^ \zeta = \sum_{{n=0}}^{\infty} \frac{\zeta^n}{n!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f376.mp3,3,"e raised to the zeta is the sum of zeta to the n over n factorial, for all n from 0 to infinity.",e^{\zeta} = \sum_{n=0}^{\infty} \frac{\zeta^n}{n!},
"E raised to the x is the sum of epsilon to the n over n factorial, for all n from zero to infinity.",377,e^ x = \sum_{{n=0}}^{\infty} \frac{\epsilon^n}{n!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f377.mp3,3,"e raised to the x is the sum of ε to the n over n factorial, for all n from 0 to infinity.",e^{x} = \sum_{n=0}^{\infty} \frac{e^{n}}{n!},
"E raised to the z is the sum of delta to the n over n factorial, for all n from zero to infinity.",378,e^ z = \sum_{{n=0}}^{\infty} \frac{\delta^n}{n!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f378.mp3,3,"e raised to the z is the sum of delta to the n over n factorial, for all n from 0 to infinity.",e^z = \sum_{n=0}^{\infty} \frac{\Delta^n}{n!},
"E raised to the a is the sum of alpha to the n over n factorial, for all n from zero to infinity.",379,e^ a = \sum_{{n=0}}^{\infty} \frac{\alpha^n}{n!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f379.mp3,3,"e raised to the A is the sum of alpha to the n over n factorial, for all n from 0 to infinity.",e^{A} = \sum_{n=0}^{\infty} \frac{\alpha^{n}}{n!},
"E raised to the alpha is the sum of y to the n over n factorial, for all n from zero to infinity.",380,e^ \alpha = \sum_{{n=0}}^{\infty} \frac{y^n}{n!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f380.mp3,3,"e raised to the alpha is the sum of y to the n over n factorial, for all n from 0 to infinity.",e^{\alpha} = \sum_{n=0}^{\infty} \frac{y^n}{n!},
"E raised to the delta is the sum of eta to the n over n factorial, for all n from zero to infinity.",381,e^ \delta = \sum_{{n=0}}^{\infty} \frac{\eta^n}{n!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f381.mp3,3,"e raised to the delta is the sum of eta to the n over n factorial, for all n from 0 to infinity.",e^{\delta} = \sum_{n=0}^{\infty} \frac{\eta^n}{n!},
"E raised to the eta is the sum of c to the n over n factorial, for all n from zero to infinity.",382,e^ \eta = \sum_{{n=0}}^{\infty} \frac{c^n}{n!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f382.mp3,3,"e raised to the eta is the sum of c to the n over n factorial, for all n from 0 to infinity.",e^{\eta} = \sum_{n=0}^{\infty} \frac{c^n}{n!},
"E raised to the epsilon is the sum of zeta to the n over n factorial, for all n from zero to infinity.",383,e^ \epsilon = \sum_{{n=0}}^{\infty} \frac{\zeta^n}{n!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f383.mp3,3,e raised to the epsilon is the sum of zeta to the n over n factorial. For all n from 0 to infinity,"\[
e^{\epsilon} = \sum_{n=0}^{\infty} \frac{\zeta^n}{n!}
\]",
"E raised to the b is the sum of alpha to the n over n factorial, for all n from zero to infinity.",384,e^ b = \sum_{{n=0}}^{\infty} \frac{\alpha^n}{n!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f384.mp3,3,"e raised to the b is the sum of alpha to the n over n factorial, for all n from 0 to infinity.",e^{b} = \sum_{n=0}^{\infty} \frac{\alpha^{n}}{n!},
"E raised to the delta is the sum of c to the n over n factorial, for all n from zero to infinity.",385,e^ \delta = \sum_{{n=0}}^{\infty} \frac{c^n}{n!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f385.mp3,3,"e raised to the delta is the sum of c to the n over n factorial, for all n from 0 to infinity.",\exp(\delta) = \sum_{n=0}^{\infty} \frac{c^n}{n!},
"E raised to the b is the sum of z to the n over n factorial, for all n from zero to infinity.",386,e^ b = \sum_{{n=0}}^{\infty} \frac{z^n}{n!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f386.mp3,3,"e raised to the b is the sum of z to the n over n factorial, for all n from 0 to infinity.",e^{b} = \sum_{n=0}^{\infty} \frac{z^{n}}{n!},
"E raised to the c is the sum of z to the n over n factorial, for all n from zero to infinity.",387,e^ c = \sum_{{n=0}}^{\infty} \frac{z^n}{n!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f387.mp3,3,"e raised to the c is the sum of z to the n over n factorial, for all n from 0 to infinity.",e^{c} = \sum_{n=0}^{\infty} \frac{z^{n}}{n!},
"E raised to the c is the sum of y to the n over n factorial, for all n from zero to infinity.",388,e^ c = \sum_{{n=0}}^{\infty} \frac{y^n}{n!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f388.mp3,3,"e raised to the c is the sum of y to the n over n factorial, for all n from 0 to infinity.",e^{c} = \sum_{n=0}^{\infty} \frac{y^{n}}{n!},
"E raised to the delta is the sum of z to the n over n factorial, for all n from zero to infinity.",389,e^ \delta = \sum_{{n=0}}^{\infty} \frac{z^n}{n!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f389.mp3,3,"e raised to the delta is the sum of z to the n over n factorial, for all n from 0 to infinity.",e^{\delta} = \sum_{n=0}^{\infty} \frac{z^n}{n!},
"E raised to the x is the sum of b to the n over n factorial, for all n from zero to infinity.",390,e^ x = \sum_{{n=0}}^{\infty} \frac{b^n}{n!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f390.mp3,3,"e raised to the x is the sum of b to the n over n factorial, for all n from 0 to infinity.",e^{x} = \sum_{n=0}^{\infty} \frac{b^{n}}{n!},
"E raised to the zeta is the sum of zeta to the n over n factorial, for all n from zero to infinity.",391,e^ \zeta = \sum_{{n=0}}^{\infty} \frac{\zeta^n}{n!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f391.mp3,3,"e raised to the zeta is the sum of zeta to the n over n factorial, for all n from 0 to infinity.",e^{\zeta} = \sum_{n=0}^{\infty} \frac{\zeta^n}{n!},
"E raised to the c is the sum of y to the n over n factorial, for all n from zero to infinity.",392,e^ c = \sum_{{n=0}}^{\infty} \frac{y^n}{n!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f392.mp3,3,"e raised to the c is the sum of y to the n over n factorial, for all n from 0 to infinity.",e^{c} = \sum_{n=0}^{\infty} \frac{y^{n}}{n!},
"E raised to the eta is the sum of beta to the n over n factorial, for all n from zero to infinity.",393,e^ \eta = \sum_{{n=0}}^{\infty} \frac{\beta^n}{n!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f393.mp3,3,"e raised to the eta is the sum of beta to the n over n factorial, for all n from 0 to infinity.",e^{\eta} = \sum_{n=0}^{\infty} \frac{\beta^n}{n!},
"E raised to the y is the sum of b to the n over n factorial, for all n from zero to infinity.",394,e^ y = \sum_{{n=0}}^{\infty} \frac{b^n}{n!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f394.mp3,3,"e raised to the y is the sum of b to the n over n factorial, for all n from 0 to infinity.",e^{y} = \sum_{n=0}^{\infty} \frac{b^n}{n!},
"E raised to the zeta is the sum of z to the n over n factorial, for all n from zero to infinity.",395,e^ \zeta = \sum_{{n=0}}^{\infty} \frac{z^n}{n!},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f395.mp3,3,"e raised to the zeta is the sum of z to the n over n factorial, for all n from 0 to infinity.",e^{ \zeta } = \sum_{n=0}^{\infty} \frac{z^{n}}{n!},
The rate of change of y with respect to eta is the derivative of phi at point a.,396,\frac{dy}{d \eta} = \phi'(a),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f396.mp3,3,The rate of change of y with respect to eta is given by the derivative of φ at b,\frac{dy}{d\eta} = \frac{d\phi(b)}{d\eta},
The rate of change of y with respect to delta is equal to the derivative of the function G at point a.,397,\frac{dy}{d \delta} = G'(a),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f397.mp3,3,The rate of change of y with respect to delta is given by the derivative of g at A,y' = g'(A),
The rate of change of y with respect to epsilon is the derivative of phi evaluated at alpha.,398,\frac{dy}{d \epsilon} = \phi'(\alpha),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f398.mp3,3,The rate of change of y with respect to ε is given by the derivative of φ at α.,\frac{dy}{d\epsilon} = \frac{d\varphi}{d\alpha},
The rate of change of y with respect to epsilon is equal to the rate of change of phi with respect to delta.,399,\frac{dy}{d \epsilon} = \phi'(\delta),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f399.mp3,3,The rate of change of y with respect to ε is given by the derivative of φ at δ.,\dfrac{dy}{d\epsilon} = \dfrac{d\varphi}{d\delta},
The rate of change of y with respect to b is the derivative of g at the point epsilon.,400,\frac{dy}{d b} = g'(\epsilon),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f400.mp3,3,The rate of change of Y with respect to B is given by the derivative of G at ε.,\frac{dY}{dB} = G'(\varepsilon),
The rate of change of y with respect to b is the derivative of g at beta.,401,\frac{dy}{d b} = g'(\beta),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f401.mp3,3,The rate of change of y with respect to b is given by the derivative of g at beta.,\frac{dy}{db} = g'(\beta),
The rate of change of y with respect to epsilon is the derivative of phi evaluated at delta.,402,\frac{dy}{d \epsilon} = \phi’(\delta),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f402.mp3,3,The rate of change of y with respect to ε is given by the derivative of φ at δ.,\[\frac{d y}{d \epsilon} = \left. \frac{d \phi}{d \delta} \right|_{\delta}\],
The rate of change of y with respect to alpha is the derivative of g evaluated at eta.,403,\frac{dy}{d \alpha} = g'(\eta),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f403.mp3,3,The rate of change of y with respect to α is given by the derivative of g at η.,\frac{dy}{d\alpha} = g'(\eta),
The rate of change of y with respect to z is the derivative of the function f at the point a.,404,\frac{dy}{d z} = f'(a),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f404.mp3,3,The rate of change of Y with respect to Z is given by the derivative of F at A,\frac{dY}{dZ} = F'(A),
The rate of change of y with respect to epsilon is the derivative of g at epsilon.,405,\frac{dy}{d \epsilon} = g'(\epsilon),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f405.mp3,3,The rate of change of y with respect to ε is given by the derivative of g at ε.,\frac{dy}{d\varepsilon} = g'(\varepsilon),
The rate of change of y with respect to zeta is equal to the rate of change of g at beta.,406,\frac{dy}{d \zeta} = g'(\beta),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f406.mp3,3,The rate of change of y with respect to zeta is given by the derivative of g at beta.,$$\frac{dy}{d\zeta} = \frac{dg}{d\beta}$$,
The rate of change of y with respect to delta is the derivative of the function f evaluated at alpha.,407,\frac{dy}{d \delta} = f'(\alpha),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f407.mp3,3,The rate of change of Y with respect to Δ is given by the derivative of F at α.,\frac{dY}{d\Delta} = F'(\alpha),
The rate of change of y with respect to b is the derivative of the function phi at the point a.,408,\frac{dy}{d b} = \phi'(a),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f408.mp3,3,The rate of change of y with respect to b is given by the derivative of phi at y.,\frac{dy}{db} = \frac{d\varphi}{dy},
The rate of change of y with respect to eta is equal to the rate of change of function f at beta.,409,\frac{dy}{d \eta} = f’(\beta),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f409.mp3,3,The rate of change of y with respect to eta is given by the derivative of f at β.,\frac{dy}{d\eta} = f'(\beta),
The rate of change of y with respect to epsilon is the derivative of h at point a.,410,\frac{dy}{d \epsilon} = h'(a),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f410.mp3,3,The rate of change of y with respect to ε is given by the derivative of h at x.,\frac{dy}{d\epsilon} = \frac{dh}{dx},
The rate of change of y with respect to alpha is the derivative of h evaluated at epsilon.,411,\frac{dy}{d \alpha} = h'(\epsilon),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f411.mp3,3,The rate of change of y with respect to α is given by the derivative of h at ε.,\frac{dy}{d\alpha} = h'(\varepsilon),
The rate of change of y with respect to c is the derivative of phi at point a.,412,\frac{dy}{d c} = {\phi'(a),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f412.mp3,3,The rate of change of y with respect to c is given by the derivative of φ at y,\frac{dy}{dc} = \frac{d\phi}{dy},
The rate of change of y with respect to epsilon is equal to the rate of change of phi with respect to epsilon.,413,\frac{dy}{d \epsilon} = {\phi'(\epsilon),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f413.mp3,3,The rate of change of y with respect to ε is given by the derivative of φ at ε.,\frac{dy}{d\epsilon} = \frac{d\phi}{d\epsilon},
The rate of change of y with respect to c is equal to the rate of change of psi with respect to eta.,414,\frac{dy}{d c} = {\psi'(\eta),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f414.mp3,3,The rate of change of y with respect to c is given by the derivative of psi at eta,\frac{dy}{dc} = \frac{d\psi}{d\eta},
The rate of change of y with respect to b is equal to the rate of change of phi with respect to eta.,415,\frac{dy}{d b} = {\phi'(\eta),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f415.mp3,3,The rate of change of y with respect to b is given by the derivative of phi at eta.,\frac{dy}{db} = \frac{d\phi}{d\eta},
C equals 989 mod n.,416,c \equiv 989 \mod{n},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f416.mp3,3,c equals 989 in model ON,"c = 989, \quad \text{ON}",
B equals 38 mod n.,417,b \equiv 38 \mod{n},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f417.mp3,3,b equals 38 in model on,b = 38,
Delta equals three hundred eleven in modulo n.,418,\delta \equiv 311 \mod{n},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f418.mp3,3,Delta equals 311 in model ON,\Delta = 311 \text{ in model ON},
Delta is defined as 636 modulo n.,419,\delta \equiv 636 \mod{n},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f419.mp3,3,Delta equals 636 in model ON,\Delta = 636 \text{ in model ON},
Delta equals two hundred twenty-three in modulo n.,420,\delta \equiv 223 \mod{n},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f420.mp3,3,Delta equals 223 in model ON,\Delta = 223 \quad \text{in model ON},
Eta equals five hundred and ninety-six mod n.,421,\eta \equiv 596 \mod{n},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f421.mp3,3,Ata equals 596 in model ON,"$a_{ta} = 596 \text{ in model ON}$

\[
a_{ta} = 596 \quad \text{in model ON}
\]",
X equals 784 mod n.,422,x \equiv 784 \mod{n},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f422.mp3,3,x equals 784 in model ON,x = 784 \quad \text{in model ON},
Eta is defined as five thousand five hundred twenty mod n.,423,\eta \equiv 5520 \mod{n},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f423.mp3,3,ADA equals 524 in model ON,$ADA = 524$,
Epsilon equals 440 mod n.,424,\epsilon \equiv 440 \mod{n},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f424.mp3,3,Epsilon equals 440 in model ON,\epsilon = 440 \text{ in model ON},
Epsilon equals 610 mod n.,425,\epsilon \equiv 610 \mod{n},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f425.mp3,3,ε == 610 in model ON,\epsilon = 610 \text{ in model ON},
Delta is defined as 654 mod n.,426,\delta \equiv 654 \mod{n},/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f426.mp3,3,Delta equals 654 in model ON,\Delta = 654 \text{ in model ON},
