Spoken Text,Formula ID,Latex,Audio Path,Spoken Text Version,Transcribed Text
Phi evaluated at delta is the same as Theta evaluated at f of c.,644,\phi(\delta) = \Theta(f(c)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f644.mp3,3,Φ evaluated at Δ is the same as θ evaluated at f of c
Omega evaluated at y is the same as Theta evaluated at omega of epsilon.,645,\omega(y) = \Theta(\omega(\epsilon)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f645.mp3,3,Ω evaluated at y is the same as θ evaluated at Ω of ε.
G evaluated at epsilon is the same as Theta evaluated at psi of a.,646,g(\epsilon) = \Theta(\psi(a)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f646.mp3,3,G evaluated at ε is the same as θ evaluated at ψ of A
G evaluated at b is the same as Theta evaluated at g of beta.,647,g(b) = \Theta(g(\beta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f647.mp3,3,G evaluated at B is the same as theta evaluated at G of beta.
H evaluated at z is the same as Theta evaluated at h of beta.,648,h(z) = \Theta(h(\beta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f648.mp3,3,H evaluated at z is the same as theta evaluated at H of beta.
F evaluated at z is the same as Theta evaluated at g of c.,649,f(z) = \Theta(g(c)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f649.mp3,3,f evaluated at z is the same as θ evaluated at g of c
H evaluated at x is the same as Theta evaluated at g of eta.,650,h(x) = \Theta(g(\eta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f650.mp3,3,H evaluated at x is the same as θ evaluated at g of eta.
H evaluated at gamma is the same as Theta evaluated at f of epsilon.,651,h(\gamma) = \Theta(f(\epsilon)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f651.mp3,3,H evaluated at γ is the same as θ evaluated at f of ε.
G evaluated at x is the same as Theta evaluated at f of x.,652,g(x) = \Theta(f(x)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f652.mp3,3,G evaluated at x is the same as theta evaluated at f of x.
Phi evaluated at eta is the same as Theta evaluated at phi of epsilon.,653,\phi(\eta) = \Theta(\phi(\epsilon)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f653.mp3,3,Φ evaluated at η is the same as θ evaluated at Φε.
G evaluated at c is the same as Theta evaluated at psi of eta.,654,g(c) = \Theta(\psi(\eta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f654.mp3,3,G evaluated at C is the same as θ evaluated at ψ of eta.
H evaluated at delta is the same as Theta evaluated at h of beta.,655,h(\delta) = \Theta(h(\beta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f655.mp3,3,H evaluated at Δ is the same as θ evaluated at H of β.
G evaluated at delta is the same as Theta evaluated at psi of delta.,656,g(\delta) = \Theta(\psi(\delta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f656.mp3,3,G evaluated at Δ is the same as θ evaluated at ψ of Δ.
H evaluated at eta is the same as Theta evaluated at phi of x.,657,h(\eta) = \Theta(\phi(x)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f657.mp3,3,H evaluated at eta is the same as theta evaluated at phi of x.
H evaluated at y is the same as Theta evaluated at h of epsilon.,658,h(y) = \Theta(h(\epsilon)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f658.mp3,3,H evaluated at y is the same as theta evaluated at H of epsilon.
G evaluated at a is the same as Theta evaluated at omega of delta.,659,g(a) = \Theta(\omega(\delta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f659.mp3,3,G evaluated at A is the same as θ evaluated at ω of δ.
G evaluated at delta is the same as Theta evaluated at phi of delta.,660,g(\delta) = \Theta(\phi(\delta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f660.mp3,3,G evaluated at Δ is the same as θ evaluated at Φ of Δ.
F evaluated at y is the same as Theta evaluated at phi of z.,661,f(y) = \Theta(\phi(z)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f661.mp3,3,f evaluated at y is the same as theta evaluated at phi of z
"G as a function of a and eta is given by 857 times the square of b, plus 930 times the product of delta and eflon, plus 289 times the square of zeta.",662,"g(a, \eta) = 857 b^2 + 930\delta\epsilon + 6149\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f662.mp3,3,G is a function of A and Ata is given by 857 times the square of B. Plus 930 times the product of Δ and Fλ. Plus 289 times the square of ζ.
"Psi as a function of eta and epsilon is given by 176 times the square of epsilon, plus 95 times the product of delta and epsilon, plus 304 times the square of zeta.",663,"\psi(\eta, \epsilon) = 176 \epsilon^2 + 95\delta\epsilon + 304\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f663.mp3,3,Ψ is a function of η and ε is given by 176 times the square of ε. Plus 95 times the product of δ and ε. Plus 304 times the square of ζ.
"Omega as a function of c and x is given by 652 times the square of delta, plus 731 times the product of delta and eflon, plus 54 times the square of zeta.",664,"\omega(c, x) = 652 \delta^2 + 731\delta\epsilon + 54\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f664.mp3,3,ω as a function of c and x is given by 652 times the square of Δ. Plus 731 times the product of Δ and ε. Plus 54 times the square of ζ.
"Psi as a function of y and y is given by 717 times the square of a, plus 662 times the product of delta and eflon, plus 297 times the square of zeta.",665,"\psi(y, y) = 717 a^2 + 662\delta\epsilon + 297\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f665.mp3,3,ψ is a function of y and y is given by 717 times the square of a. Plus 662 times the product of δ and ε. Plus 297 times the square of ζ.
"F as a function of zeta and y is given by 26 times the square of zeta, plus 740 times the product of delta and eflon, plus 781 times the square of zeta.",666,"f(\zeta, y) = 720 \zeta^2 + 740\delta\epsilon + 781\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f666.mp3,3,f is a function of zeta and y is given by 26 times the square of zeta. Plus 740 times the product of delta and fLon. Plus 781 times the square of zeta.
"F as a function of alpha and b is given by 670 times the square of delta, plus 294 times the product of delta and epsilon, plus 793 times the square of zeta.",667,"f(\alpha, b) = 670 \delta^2 + 294\delta\epsilon + 793\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f667.mp3,3,f is a function of α and b is given by 670 times the square of δ. Plus 294 times the product of δ and ε. Plus 793 times the square of ζ.
"G as a function of eta and beta is given by 489 times the square of b, plus 184 times the product of delta and epsilon, plus 302 times the square of zeta.",668,"g(\eta, \beta) = 489 b^2 + 184\delta\epsilon + 302\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f668.mp3,3,"G is a function of η and β is given by 489 times the square of b, plus 184 times the product of δ and ε, plus 302 times the square of ζ."
"H as a function of x and eta is given by 700 times the square of zeta, plus 801 times the product of delta and ehlon, plus 353 times the square of zeta.",669,"h(x, \eta) = 700 \zeta^2 + 801\delta\epsilon + 353\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f669.mp3,3,H is a function of x and eta is given by 700 times the square of zeta. Plus 801 times the product of δ and ε. Plus 353 times the square of zeta.
"H as a function of zeta and delta is given by 502 times the square of y, plus 164 times the product of delta and eglon, plus 196 times the square of zeta.",670,"h(\zeta, \delta) = 502 y^2 + 164\delta\epsilon + 196\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f670.mp3,3,"H is a function of zeta and delta is given by 502 times the square of y, plus 164 times the product of delta and eglon, plus 196 times the square of zeta."
"Phi as a function of a and beta is given by 576 times the square of delta, plus 309 times the product of delta and ephilon, plus 302 times the square of zeta.",671,"\phi(a, \beta) = 576 \delta^2 + 309\delta\epsilon + 302\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f671.mp3,3,Φ is a function of a and β is given by 576 times the square of δ. Plus 309 times the product of δ and ε. Plus 302 times the square of ζ.
"Psi as a function of z and y is given by 469 times the square of z, plus 395 times the product of delta and ehlon, plus 509 times the square of zeta.",672,"\psi(z, y) = 469 z^2 + 395\delta\epsilon + 509\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f672.mp3,3,Ψ as a function of z and y is given by 469 times the square of z. Plus 395 times the product of δ and ε. Plus 509 times the square of ζ.
"H as a function of a and eta is given by 152 times the square of b, plus 539 times the product of delta and ehlon, plus 648 times the square of zeta.",673,"h(a, \eta) = 152 b^2 + 539\delta\epsilon + 648\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f673.mp3,3,H is a function of A and Ata is given by 152 times the square of B. Plus 539 times the product of Δ and ε. Plus 648 times the square of ζ.
"Phi as a function of alpha and eta is given by 936 times the square of b, plus 316 times the product of delta and ehlon, plus 946 times the square of zeta.",674,"\phi(\alpha, \eta) = 936 b^2 + 316\delta\epsilon + 946\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f674.mp3,3,Φ is a function of α and α is given by 936 times the square of b plus 316 times the product of δ and ε plus 946 times the square of ζ
"H as a function of x and epsilon is given by 306 times the square of epsilon, plus 634 times the product of delta and eflon, plus 136 times the square of zeta.",675,"h(x, \epsilon) = 306 \epsilon^2 + 634\delta\epsilon + 136\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f675.mp3,3,H is a function of x and ε is given by 306 times the square of ε. Plus 634 times the product of δ and ε. Plus 136 times the square of ζ.
"H as a function of alpha and gamma is given by 413 times the square of gamma, plus 96 times the product of delta and ehlon, plus 912 times the square of zeta.",676,"h(\alpha, \gamma) = 413 \gamma^2 + 96\delta\epsilon + 912\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f676.mp3,3,H is a function of α and γ is given by 413 times the square of γ. Plus 96 times the product of δ and ε. Plus 912 times the square of ζ.
"F as a function of z and zeta is given by 503 times the square of gamma, plus 354 times the product of delta and eflon, plus 249 times the square of zeta.",677,"f(z, \zeta) = 503 \gamma^2 + 354\delta\epsilon + 249\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f677.mp3,3,"f as a function of z and zeta is given by 503 times the square of gamma, plus 354 times the product of delta and efflon, plus 249 times the square of zeta."
"Omega as a function of b and eta is given by 233 times the square of b, plus 892 times the product of delta and eomegalon, plus 510 times the square of zeta.",678,"\omega(b, \eta) = 233 b^2 + 892\delta\epsilon + 510\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f678.mp3,3,ω as a function of b and eta is given by 233 times the square of b. Plus 892 times the product of δ and ε. Plus 510 times the square of ζ.
"G as a function of epsilon and eta is given by 467 times the square of beta, plus 886 times the product of delta and eglon, plus 30 times the square of zeta.",679,"g(\epsilon, \eta) = 467 \beta^2 + 886\delta\epsilon + 30\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f679.mp3,3,G is a function of ε and ε is given by 467 times the square of β. Plus 886 times the product of δ and ε. Plus 30 times the square of ζ.
"H as a function of y and eta is given by 751 times the square of z, plus 200 times the product of delta and ephilon, plus 395 times the square of zeta.",680,"h(y, \eta) = 751 z^2 + 200\delta\epsilon + 395\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f680.mp3,3,H is a function of y and eta is given by 751 times the square of z. Plus 200 times the product of δ and ε. Plus 395 times the square of zeta.
"F as a function of c and x is given by 588 times the square of alpha, plus 722 times the product of delta and eglon, plus 975 times the square of zeta.",681,"f(c, x) = 588 \alpha^2 + 722\delta\epsilon + 975\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f681.mp3,3,f as a function of c and x is given by 588 times the square of α. Plus 722 times the product of δ and ε. Plus 975 times the square of ζ.
We map Zeta to Y.,682, \zeta \mapsto y,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f682.mp3,3,We map zeta to y.
We map Eta to Delta.,683, \eta \mapsto \delta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f683.mp3,3,We map Eta to Delta.
We map Y to X.,684, y \mapsto x,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f684.mp3,3,We map y to x.
We map X to Y.,685, x \mapsto y,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f685.mp3,3,We map X to Y.
We map C to C.,686, c \mapsto c,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f686.mp3,3,We map C to C
We map X to Delta.,687, x \mapsto \delta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f687.mp3,3,We map X to delta.
We map B to Eta.,688, b \mapsto \eta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f688.mp3,3,We map B to A to
We map Z to C.,689, z \mapsto c,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f689.mp3,3,We map Z to C.
We map Delta to Delta.,690, \delta \mapsto \delta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f690.mp3,3,We map Delta to Delta.
We map Zeta to Delta.,691, \zeta \mapsto \delta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f691.mp3,3,We map zeta to delta.
We map B to Zeta.,692, b \mapsto \zeta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f692.mp3,3,We map B to zeta.
We map C to Delta.,693, c \mapsto \delta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f693.mp3,3,We map c to delta.
We map Y to X.,694, y \mapsto x,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f694.mp3,3,We map y to x.
We map B to Zeta.,695, b \mapsto \zeta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f695.mp3,3,We map B to zeta.
We map Eta to C.,696, \eta \mapsto c,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f696.mp3,3,We map eta to C
We map B to Epsilon.,697, b \mapsto \epsilon,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f697.mp3,3,We map B to Epsilon
We map Z to C.,698, z \mapsto c,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f698.mp3,3,We map Z to C.
We map Epsilon to A.,699, \epsilon \mapsto a,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f699.mp3,3,We map epsilon to A.
We map Zeta to X.,700, \zeta \mapsto x,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f700.mp3,3,We map zeta to x.
We map A to X.,701, a \mapsto x,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f701.mp3,3,We map it to X.
The dot product of y and y is epsilon multiplied by delta.,702,"\langle y, y \rangle = \epsilon \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v3_f702.mp3,3,The dot product of y and y is ε multiplied by δ.
